
# Sources Go API

| Package | Function Signature |
| bufio | \*Writer | WriteString(string) int,  errorint,  error(int,  errorint,  error) |
| bufio | \*Writer | Flush() error |
| bufio | \*Reader | Peek(int) []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| bufio | ReadWriter | Flush() error |
| bufio | ReadWriter | ReadSlice(uint8) []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| bufio | \*Reader | ReadBytes(uint8) []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| bufio | \*Reader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| bufio | ReadWriter | ReadRune() int32,  int,  errorint32,  int,  error(int32,  int,  errorint32,  int,  error) |
| bufio | ReadWriter | UnreadRune() error |
| bufio | \*Writer | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| debug/gosym | UnknownFileError | Error() string |
| debug/gosym | \*Sym | PackageName() string |
| debug/gosym | \*Sym | BaseName() string |
| debug/gosym | \*Table | SymByAddr(uint64) \*Sym |
| debug/gosym | \*UnknownLineError | Error() string |
| debug/gosym | \*Table | PCToFunc(uint64) \*Func |
| debug/gosym | \*Table | LookupSym(string) \*Sym |
| debug/gosym | \*Table | PCToLine(uint64) string,  int,  \*Funcstring,  int,  \*Func(string,  int,  \*Funcstring,  int,  \*Func) |
| debug/gosym | \*LineTable | LineToPC(int,  uint64) uint64 |
| debug/gosym | \*LineTable | PCToLine(uint64) int |
| debug/gosym | \*Sym | Static() bool |
| debug/gosym | \*Table | LookupFunc(string) \*Func |
| debug/gosym | Func | ReceiverName() string |
| debug/gosym | \*Sym | ReceiverName() string |
| debug/gosym | \*Table | LineToPC(string,  int) uint64,  \*Func,  erroruint64,  \*Func,  error(uint64,  \*Func,  erroruint64,  \*Func,  error) |
| debug/gosym | Func | PackageName() string |
| debug/gosym | Func | BaseName() string |
| debug/gosym | Func | Static() bool |
| debug/gosym | \*DecodingError | Error() string |
| compress/bzip2 | StructuralError | Error() string |
| math/rand | \*Rand | Float64() float64 |
| math/rand | \*Rand | Int31n(int32) int32 |
| math/rand | \*Rand | Perm(int) []int |
| math/rand | \*Rand | Int63n(int64) int64 |
| math/rand | \*Rand | Int31() int32 |
| math/rand | \*Rand | Int() int |
| math/rand | \*Rand | Float32() float32 |
| math/rand | \*Zipf | Uint64() uint64 |
| math/rand | \*Rand | Uint32() uint32 |
| math/rand | \*Rand | Intn(int) int |
| math/rand | \*Rand | ExpFloat64() float64 |
| math/rand | \*Rand | NormFloat64() float64 |
| math/rand | \*Rand | Int63() int64 |
| os/user | UnknownUserIdError | Error() string |
| os/user | UnknownUserError | Error() string |
| os/exec | ExitError | String() string |
| os/exec | \*Cmd | Wait() error |
| os/exec | \*Cmd | StdoutPipe() io.ReadCloser,  errorio.ReadCloser,  error(io.ReadCloser,  errorio.ReadCloser,  error) |
| os/exec | ExitError | Exited() bool |
| os/exec | ExitError | Sys() interface{} |
| os/exec | ExitError | Success() bool |
| os/exec | ExitError | Pid() int |
| os/exec | \*ExitError | Error() string |
| os/exec | ExitError | SysUsage() interface{} |
| os/exec | \*Cmd | Start() error |
| os/exec | \*Cmd | CombinedOutput() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| os/exec | \*Cmd | Output() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| os/exec | \*Error | Error() string |
| os/exec | \*Cmd | StderrPipe() io.ReadCloser,  errorio.ReadCloser,  error(io.ReadCloser,  errorio.ReadCloser,  error) |
| os/exec | ExitError | SystemTime() time.Duration |
| os/exec | ExitError | UserTime() time.Duration |
| os/exec | \*Cmd | StdinPipe() io.WriteCloser,  errorio.WriteCloser,  error(io.WriteCloser,  errorio.WriteCloser,  error) |
| os/exec | \*Cmd | Run() error |
| runtime/metrics | Value | Kind() ValueKind |
| runtime/metrics | Value | Float64() float64 |
| runtime/metrics | Value | Uint64() uint64 |
| runtime/metrics | Value | Float64Histogram() \*Float64Histogram |
| compress/flate | \*Writer | Flush() error |
| compress/flate | CorruptInputError | Error() string |
| compress/flate | \*Writer | Close() error |
| compress/flate | \*ReadError | Error() string |
| compress/flate | \*WriteError | Error() string |
| compress/flate | \*Writer | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| compress/flate | InternalError | Error() string |
| compress/gzip | \*Reader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| compress/gzip | \*Writer | Close() error |
| compress/gzip | \*Reader | Close() error |
| compress/gzip | \*Writer | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net/http/httptest | \*ResponseRecorder | Header() http.Header |
| net/http/httptest | \*ResponseRecorder | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| embed | FS | ReadFile(string) []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| embed | FS | ReadDir(string) []fs.DirEntry,  error[]fs.DirEntry,  error([]fs.DirEntry,  error[]fs.DirEntry,  error) |
| embed | FS | Open(string) fs.File,  errorfs.File,  error(fs.File,  errorfs.File,  error) |
| net | \*UDPConn | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*DNSConfigError | Timeout() bool |
| net | \*UDPConn | SetReadBuffer(int) error |
| net | \*TCPConn | ReadFrom(io.Reader) int64,  errorint64,  error(int64,  errorint64,  error) |
| net | IP | IsGlobalUnicast() bool |
| net | UnknownNetworkError | Timeout() bool |
| net | \*TCPConn | LocalAddr() Addr |
| net | \*UnixListener | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*TCPListener | AcceptTCP() \*TCPConn,  error\*TCPConn,  error(\*TCPConn,  error\*TCPConn,  error) |
| net | \*TCPListener | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*UDPAddr | String() string |
| net | \*UnixAddr | Network() string |
| net | IP | To16() IP |
| net | UnknownNetworkError | Temporary() bool |
| net | \*IPConn | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*UnixConn | SetReadDeadline(time.Time) error |
| net | \*UnixConn | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*TCPConn | SetWriteBuffer(int) error |
| net | IP | IsLinkLocalMulticast() bool |
| net | \*IPConn | RemoteAddr() Addr |
| net | Flags | String() string |
| net | \*IPConn | SetReadDeadline(time.Time) error |
| net | \*UDPConn | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*DNSConfigError | Temporary() bool |
| net | IP | IsLinkLocalUnicast() bool |
| net | IP | IsLoopback() bool |
| net | IPMask | Size() int,  intint,  int(int,  intint,  int) |
| net | \*IPAddr | Network() string |
| net | IP | Mask(IPMask) IP |
| net | \*IPNet | Contains(IP) bool |
| net | \*OpError | Error() string |
| net | \*UnixAddr | String() string |
| net | \*DNSError | Error() string |
| net | \*TCPConn | CloseWrite() error |
| net | \*ParseError | Error() string |
| net | \*UnixConn | SetWriteDeadline(time.Time) error |
| net | \*UDPConn | RemoteAddr() Addr |
| net | \*IPNet | String() string |
| net | \*UnixListener | Addr() Addr |
| net | \*UDPConn | WriteTo([]uint8,  Addr) int,  errorint,  error(int,  errorint,  error) |
| net | \*IPConn | SetReadBuffer(int) error |
| net | \*UnixConn | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*UnixListener | AcceptUnix() \*UnixConn,  error\*UnixConn,  error(\*UnixConn,  error\*UnixConn,  error) |
| net | IPMask | String() string |
| net | \*TCPListener | Close() error |
| net | IP | IsUnspecified() bool |
| net | \*UDPConn | SetDeadline(time.Time) error |
| net | \*OpError | Temporary() bool |
| net | \*DNSError | Temporary() bool |
| net | \*UnixListener | Close() error |
| net | \*OpError | Timeout() bool |
| net | \*UnixConn | RemoteAddr() Addr |
| net | \*UnixConn | WriteMsgUnix([]uint8,  []uint8,  \*UnixAddr) int,  int,  errorint,  int,  error(int,  int,  errorint,  int,  error) |
| net | IP | DefaultMask() IPMask |
| net | InvalidAddrError | Temporary() bool |
| net | InvalidAddrError | Error() string |
| net | \*TCPConn | SetReadBuffer(int) error |
| net | \*TCPConn | CloseRead() error |
| net | \*IPConn | WriteTo([]uint8,  Addr) int,  errorint,  error(int,  errorint,  error) |
| net | UnknownNetworkError | Error() string |
| net | \*UnixConn | ReadFromUnix([]uint8) int,  \*UnixAddr,  errorint,  \*UnixAddr,  error(int,  \*UnixAddr,  errorint,  \*UnixAddr,  error) |
| net | \*TCPConn | SetWriteDeadline(time.Time) error |
| net | \*TCPConn | SetDeadline(time.Time) error |
| net | \*IPConn | SetWriteDeadline(time.Time) error |
| net | \*TCPConn | SetLinger(int) error |
| net | \*UnixConn | SetDeadline(time.Time) error |
| net | \*IPConn | LocalAddr() Addr |
| net | \*TCPConn | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*TCPAddr | Network() string |
| net | \*IPConn | SetDeadline(time.Time) error |
| net | \*UnixConn | LocalAddr() Addr |
| net | \*Interface | MulticastAddrs() []Addr,  error[]Addr,  error([]Addr,  error[]Addr,  error) |
| net | \*Interface | Addrs() []Addr,  error[]Addr,  error([]Addr,  error[]Addr,  error) |
| net | \*UDPConn | WriteToUDP([]uint8,  \*UDPAddr) int,  errorint,  error(int,  errorint,  error) |
| net | InvalidAddrError | Timeout() bool |
| net | \*UnixConn | WriteTo([]uint8,  Addr) int,  errorint,  error(int,  errorint,  error) |
| net | \*TCPConn | RemoteAddr() Addr |
| net | IP | Equal(IP) bool |
| net | \*UDPConn | SetWriteDeadline(time.Time) error |
| net | \*IPConn | SetWriteBuffer(int) error |
| net | \*DNSError | Timeout() bool |
| net | \*UnixConn | SetWriteBuffer(int) error |
| net | \*IPNet | Network() string |
| net | IP | IsInterfaceLocalMulticast() bool |
| net | \*UDPConn | ReadFromUDP([]uint8) int,  \*UDPAddr,  errorint,  \*UDPAddr,  error(int,  \*UDPAddr,  errorint,  \*UDPAddr,  error) |
| net | \*TCPConn | SetReadDeadline(time.Time) error |
| net | \*UDPConn | SetWriteBuffer(int) error |
| net | IP | IsMulticast() bool |
| net | \*DNSConfigError | Error() string |
| net | \*UnixListener | SetDeadline(time.Time) error |
| net | \*IPConn | ReadFromIP([]uint8) int,  \*IPAddr,  errorint,  \*IPAddr,  error(int,  \*IPAddr,  errorint,  \*IPAddr,  error) |
| net | \*UnixListener | Accept() Conn,  errorConn,  error(Conn,  errorConn,  error) |
| net | \*AddrError | Error() string |
| net | \*UnixConn | ReadFrom([]uint8) int,  Addr,  errorint,  Addr,  error(int,  Addr,  errorint,  Addr,  error) |
| net | \*TCPConn | SetKeepAlive(bool) error |
| net | \*UnixConn | ReadMsgUnix([]uint8,  []uint8) int,  int,  int,  \*UnixAddr,  errorint,  int,  int,  \*UnixAddr,  error(int,  int,  int,  \*UnixAddr,  errorint,  int,  int,  \*UnixAddr,  error) |
| net | \*UnixConn | WriteToUnix([]uint8,  \*UnixAddr) int,  errorint,  error(int,  errorint,  error) |
| net | \*UnixConn | Close() error |
| net | HardwareAddr | String() string |
| net | \*UnixConn | SetReadBuffer(int) error |
| net | \*UDPConn | SetReadDeadline(time.Time) error |
| net | \*UDPConn | Close() error |
| net | \*TCPListener | SetDeadline(time.Time) error |
| net | \*AddrError | Timeout() bool |
| net | \*IPConn | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*UDPConn | LocalAddr() Addr |
| net | \*TCPConn | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*IPConn | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*UnixConn | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | IP | To4() IP |
| net | \*UDPAddr | Network() string |
| net | \*TCPAddr | String() string |
| net | \*TCPConn | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net | \*AddrError | Temporary() bool |
| net | \*TCPConn | SetNoDelay(bool) error |
| net | \*IPConn | ReadFrom([]uint8) int,  Addr,  errorint,  Addr,  error(int,  Addr,  errorint,  Addr,  error) |
| net | \*TCPListener | Accept() Conn,  errorConn,  error(Conn,  errorConn,  error) |
| net | \*TCPListener | Addr() Addr |
| net | IP | String() string |
| net | \*IPAddr | String() string |
| net | \*UDPConn | ReadFrom([]uint8) int,  Addr,  errorint,  Addr,  error(int,  Addr,  errorint,  Addr,  error) |
| net | \*IPConn | WriteToIP([]uint8,  \*IPAddr) int,  errorint,  error(int,  errorint,  error) |
| net | \*TCPConn | Close() error |
| net | \*UDPConn | File() \*os.File,  error\*os.File,  error(\*os.File,  error\*os.File,  error) |
| net | \*IPConn | Close() error |
| net/smtp | \*Client | Data() io.WriteCloser,  errorio.WriteCloser,  error(io.WriteCloser,  errorio.WriteCloser,  error) |
| net/smtp | \*Client | Quit() error |
| net/smtp | \*Client | Verify(string) error |
| net/smtp | \*Client | Mail(string) error |
| net/smtp | \*Client | StartTLS(\*tls.Config) error |
| net/smtp | \*Client | Extension(string) bool,  stringbool,  string(bool,  stringbool,  string) |
| net/smtp | \*Client | Auth(Auth) error |
| net/smtp | \*Client | Rcpt(string) error |
| net/smtp | \*Client | Reset() error |
| os | FileMode | Perm() FileMode |
| os | \*ProcessState | String() string |
| os | \*File | Sync() error |
| os | \*Process | Kill() error |
| os | \*ProcessState | Sys() interface{} |
| os | \*File | Readdirnames(int) []string,  error[]string,  error([]string,  error[]string,  error) |
| os | FileMode | IsDir() bool |
| os | \*File | Readdir(int) []FileInfo,  error[]FileInfo,  error([]FileInfo,  error[]FileInfo,  error) |
| os | FileMode | String() string |
| os | \*File | Name() string |
| os | \*LinkError | Error() string |
| os | \*PathError | Error() string |
| os | \*File | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| os | \*File | ReadAt([]uint8,  int64) int,  errorint,  error(int,  errorint,  error) |
| os | \*Process | Wait() \*ProcessState,  error\*ProcessState,  error(\*ProcessState,  error\*ProcessState,  error) |
| os | \*File | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| os | \*Process | Signal(Signal) error |
| os | \*SyscallError | Error() string |
| os | \*File | Chmod(FileMode) error |
| os | \*File | Fd() uintptr |
| os | \*File | WriteString(string) int,  errorint,  error(int,  errorint,  error) |
| os | \*Process | Release() error |
| os | \*File | WriteAt([]uint8,  int64) int,  errorint,  error(int,  errorint,  error) |
| os | \*File | Chown(int,  int) error |
| os | \*File | Stat() FileInfo,  errorFileInfo,  error(FileInfo,  errorFileInfo,  error) |
| os | \*ProcessState | SystemTime() time.Duration |
| os | \*File | Seek(int64,  int) int64,  errorint64,  error(int64,  errorint64,  error) |
| os | \*ProcessState | UserTime() time.Duration |
| os | \*ProcessState | Exited() bool |
| os | \*ProcessState | Success() bool |
| os | \*ProcessState | Pid() int |
| os | \*File | Close() error |
| os | \*ProcessState | SysUsage() interface{} |
| os | \*File | Chdir() error |
| os | \*File | Truncate(int64) error |
| archive/tar | \*Writer | Flush() error |
| archive/tar | \*Reader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| archive/tar | \*Reader | Next() \*Header,  error\*Header,  error(\*Header,  error\*Header,  error) |
| archive/tar | \*Writer | Close() error |
| archive/tar | \*Writer | WriteHeader(\*Header) error |
| archive/tar | \*Writer | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| compress/zlib | \*Writer | Flush() error |
| compress/zlib | \*Writer | Close() error |
| compress/zlib | \*Writer | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| net/http/httputil | \*ClientConn | Write(\*http.Request) error |
| net/http/httputil | \*ClientConn | Hijack() net.Conn,  \*bufio.Readernet.Conn,  \*bufio.Reader(net.Conn,  \*bufio.Readernet.Conn,  \*bufio.Reader) |
| net/http/httputil | \*ClientConn | Pending() int |
| net/http/httputil | \*ClientConn | Do(\*http.Request) \*http.Response,  error\*http.Response,  error(\*http.Response,  error\*http.Response,  error) |
| net/http/httputil | \*ClientConn | Read(\*http.Request) \*http.Response,  error\*http.Response,  error(\*http.Response,  error\*http.Response,  error) |
| net/http/httputil | \*ServerConn | Read() \*http.Request,  error\*http.Request,  error(\*http.Request,  error\*http.Request,  error) |
| net/http/httputil | \*ServerConn | Hijack() net.Conn,  \*bufio.Readernet.Conn,  \*bufio.Reader(net.Conn,  \*bufio.Readernet.Conn,  \*bufio.Reader) |
| net/http/httputil | \*ServerConn | Pending() int |
| net/http/httputil | \*ServerConn | Write(\*http.Request,  \*http.Response) error |
| net/http/httputil | \*ClientConn | Close() error |
| net/http/httputil | \*ServerConn | Close() error |
| io | \*SectionReader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| io | \*PipeWriter | Write([]uint8) int,  errorint,  error(int,  errorint,  error) |
| io | \*PipeWriter | CloseWithError(error) error |
| io | \*PipeWriter | Close() error |
| io | \*SectionReader | Size() int64 |
| io | \*PipeReader | Close() error |
| io | \*PipeReader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| io | \*SectionReader | ReadAt([]uint8,  int64) int,  errorint,  error(int,  errorint,  error) |
| io | \*SectionReader | Seek(int64,  int) int64,  errorint64,  error(int64,  errorint64,  error) |
| io | \*PipeReader | CloseWithError(error) error |
| io | \*LimitedReader | Read([]uint8) int,  errorint,  error(int,  errorint,  error) |
| archive/zip | \*File | FileInfo() os.FileInfo |
| archive/zip | \*FileHeader | ModTime() time.Time |
| archive/zip | \*File | Open() io.ReadCloser,  errorio.ReadCloser,  error(io.ReadCloser,  errorio.ReadCloser,  error) |
| archive/zip | \*ReadCloser | Close() error |
| archive/zip | \*Writer | Close() error |
| archive/zip | \*FileHeader | FileInfo() os.FileInfo |
| archive/zip | \*File | ModTime() time.Time |
| archive/zip | \*File | Mode() os.FileMode |
| archive/zip | \*Writer | CreateHeader(\*FileHeader) io.Writer,  errorio.Writer,  error(io.Writer,  errorio.Writer,  error) |
| archive/zip | \*Writer | Create(string) io.Writer,  errorio.Writer,  error(io.Writer,  errorio.Writer,  error) |
| archive/zip | \*FileHeader | Mode() os.FileMode |
| runtime | \*MemProfileRecord | Stack() []uintptr |
| runtime | \*Func | Entry() uintptr |
| runtime | \*TypeAssertionError | Error() string |
| runtime | \*StackRecord | Stack() []uintptr |
| runtime | \*MemProfileRecord | InUseBytes() int64 |
| runtime | \*MemProfileRecord | InUseObjects() int64 |
| runtime | \*Func | FileLine(uintptr) string,  intstring,  int(string,  intstring,  int) |
| runtime | \*Func | Name() string |
| net/http | \*Server | Serve(net.Listener) error |
| net/http | Dir | Open(string) File,  errorFile,  error(File,  errorFile,  error) |
| net/http | \*Client | Head(string) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Client | Do(\*Request) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Request | FormValue(string) string |
| net/http | \*Request | ParseForm() error |
| net/http | \*Request | UserAgent() string |
| net/http | Header | Write(io.Writer) error |
| net/http | \*Client | Get(string) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Client | Post(string,  string,  io.Reader) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Client | PostForm(string,  url.Values) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Request | Referer() string |
| net/http | \*Response | Write(io.Writer) error |
| net/http | \*Request | FormFile(string) multipart.File,  \*multipart.FileHeader,  errormultipart.File,  \*multipart.FileHeader,  error(multipart.File,  \*multipart.FileHeader,  errormultipart.File,  \*multipart.FileHeader,  error) |
| net/http | \*Request | MultipartReader() \*multipart.Reader,  error\*multipart.Reader,  error(\*multipart.Reader,  error\*multipart.Reader,  error) |
| net/http | \*Request | Write(io.Writer) error |
| net/http | \*Request | ParseMultipartForm(int64) error |
| net/http | \*Request | Cookie(string) \*Cookie,  error\*Cookie,  error(\*Cookie,  error\*Cookie,  error) |
| net/http | \*Request | WriteProxy(io.Writer) error |
| net/http | \*Cookie | String() string |
| net/http | \*Request | Cookies() []\*Cookie |
| net/http | \*Response | Cookies() []\*Cookie |
| net/http | Header | WriteSubset(io.Writer,  map[string]bool) error |
| net/http | \*ProtocolError | Error() string |
| net/http | Header | Get(string) string |
| net/http | \*Transport | RoundTrip(\*Request) \*Response,  error\*Response,  error(\*Response,  error\*Response,  error) |
| net/http | \*Server | ListenAndServeTLS(string,  string) error |
| net/http | \*Server | ListenAndServe() error |
| net/http | \*Response | Location() \*url.URL,  error\*url.URL,  error(\*url.URL,  error\*url.URL,  error) |
| net/http | \*Request | ProtoAtLeast(int,  int) bool |
| net/http | \*Response | ProtoAtLeast(int,  int) bool |
| database/sql | NullString | Value() driver.Value,  errordriver.Value,  error(driver.Value,  errordriver.Value,  error) |
| database/sql | \*Tx | Stmt(\*Stmt) \*Stmt |
| database/sql | NullFloat64 | Value() driver.Value,  errordriver.Value,  error(driver.Value,  errordriver.Value,  error) |
| database/sql | \*DB | Query(string,  ...interface{}) \*Rows,  error\*Rows,  error(\*Rows,  error\*Rows,  error) |
| database/sql | \*Stmt | Query(...interface{}) \*Rows,  error\*Rows,  error(\*Rows,  error\*Rows,  error) |
| database/sql | \*Rows | Scan(...interface{}) error |
| database/sql | \*NullFloat64 | Scan(interface{}) error |
| database/sql | \*Stmt | Exec(...interface{}) Result,  errorResult,  error(Result,  errorResult,  error) |
| database/sql | \*Rows | Next() bool |
| database/sql | \*Stmt | Close() error |
| database/sql | \*Row | Scan(...interface{}) error |
| database/sql | \*Rows | Close() error |
| database/sql | \*Tx | Rollback() error |
| database/sql | \*DB | Prepare(string) \*Stmt,  error\*Stmt,  error(\*Stmt,  error\*Stmt,  error) |
| database/sql | \*DB | QueryRow(string,  ...interface{}) \*Row |
| database/sql | \*Tx | QueryRow(string,  ...interface{}) \*Row |
| database/sql | \*Rows | Columns() []string,  error[]string,  error([]string,  error[]string,  error) |
| database/sql | \*Tx | Query(string,  ...interface{}) \*Rows,  error\*Rows,  error(\*Rows,  error\*Rows,  error) |
| database/sql | \*DB | Close() error |
| database/sql | \*DB | Begin() \*Tx,  error\*Tx,  error(\*Tx,  error\*Tx,  error) |
| database/sql | \*DB | Driver() driver.Driver |
| database/sql | \*Tx | Exec(string,  ...interface{}) Result,  errorResult,  error(Result,  errorResult,  error) |
| database/sql | NullInt64 | Value() driver.Value,  errordriver.Value,  error(driver.Value,  errordriver.Value,  error) |
| database/sql | \*NullInt64 | Scan(interface{}) error |
| database/sql | \*Rows | Err() error |
| database/sql | NullBool | Value() driver.Value,  errordriver.Value,  error(driver.Value,  errordriver.Value,  error) |
| database/sql | \*Stmt | QueryRow(...interface{}) \*Row |
| database/sql | \*Tx | Commit() error |
| database/sql | \*NullString | Scan(interface{}) error |
| database/sql | \*DB | Exec(string,  ...interface{}) Result,  errorResult,  error(Result,  errorResult,  error) |
| database/sql | \*Tx | Prepare(string) \*Stmt,  error\*Stmt,  error(\*Stmt,  error\*Stmt,  error) |
| database/sql | \*NullBool | Scan(interface{}) error |
| net/http/cookiejar | \*Jar | Cookies(\*url.URL) []\*http.Cookie |
| net/rpc | \*Client | Call(string,  interface{},  interface{}) error |
| net/rpc | \*Server | Register(interface{}) error |
| net/rpc | \*Server | RegisterName(string,  interface{}) error |
| net/rpc | \*Server | ServeRequest(ServerCodec) error |
| net/rpc | \*Client | Go(string,  interface{},  interface{},  chan \*Call) \*Call |
| net/rpc | ServerError | Error() string |
| net/rpc | \*Client | Close() error |
| runtime/cgo | Handle | Value() interface{} |
| net/mail | Header | Get(string) string |
| net/mail | Header | AddressList(string) []\*Address,  error[]\*Address,  error([]\*Address,  error[]\*Address,  error) |
| net/mail | \*Address | String() string |
| net/mail | Header | Date() time.Time,  errortime.Time,  error(time.Time,  errortime.Time,  error) |
| net/url | \*URL | IsAbs() bool |
| net/url | Values | Encode() string |
| net/url | \*Userinfo | Username() string |
| net/url | \*Userinfo | String() string |
| net/url | \*Userinfo | Password() string,  boolstring,  bool(string,  boolstring,  bool) |
| net/url | \*URL | Query() Values |
| net/url | \*URL | Parse(string) \*URL,  error\*URL,  error(\*URL,  error\*URL,  error) |
| net/url | \*URL | RequestURI() string |
| net/url | EscapeError | Error() string |
| net/url | \*Error | Error() string |
| net/url | \*URL | ResolveReference(\*URL) \*URL |
| net/url | Values | Get(string) string |
| net/url | \*URL | String() string |
| runtime/pprof | \*Profile | Count() int |
| runtime/pprof | \*Profile | Name() string |
| runtime/pprof | \*Profile | WriteTo(io.Writer,  int) error |
| net/textproto | \*Reader | ReadLine() string,  errorstring,  error(string,  errorstring,  error) |
| net/textproto | \*Conn | ReadLineBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Reader | ReadMIMEHeader() MIMEHeader,  errorMIMEHeader,  error(MIMEHeader,  errorMIMEHeader,  error) |
| net/textproto | MIMEHeader | Get(string) string |
| net/textproto | \*Conn | ReadDotLines() []string,  error[]string,  error([]string,  error[]string,  error) |
| net/textproto | \*Conn | DotReader() io.Reader |
| net/textproto | \*Conn | ReadMIMEHeader() MIMEHeader,  errorMIMEHeader,  error(MIMEHeader,  errorMIMEHeader,  error) |
| net/textproto | \*Reader | ReadResponse(int) int,  string,  errorint,  string,  error(int,  string,  errorint,  string,  error) |
| net/textproto | \*Reader | DotReader() io.Reader |
| net/textproto | \*Reader | ReadCodeLine(int) int,  string,  errorint,  string,  error(int,  string,  errorint,  string,  error) |
| net/textproto | \*Conn | Next() uint |
| net/textproto | \*Error | Error() string |
| net/textproto | \*Reader | ReadDotBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Conn | ReadContinuedLineBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Conn | Close() error |
| net/textproto | ProtocolError | Error() string |
| net/textproto | \*Reader | ReadContinuedLine() string,  errorstring,  error(string,  errorstring,  error) |
| net/textproto | \*Conn | ReadDotBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Conn | DotWriter() io.WriteCloser |
| net/textproto | \*Conn | ReadResponse(int) int,  string,  errorint,  string,  error(int,  string,  errorint,  string,  error) |
| net/textproto | \*Conn | ReadCodeLine(int) int,  string,  errorint,  string,  error(int,  string,  errorint,  string,  error) |
| net/textproto | \*Conn | Cmd(string,  ...interface{}) uint,  erroruint,  error(uint,  erroruint,  error) |
| net/textproto | \*Writer | DotWriter() io.WriteCloser |
| net/textproto | \*Pipeline | Next() uint |
| net/textproto | \*Conn | ReadContinuedLine() string,  errorstring,  error(string,  errorstring,  error) |
| net/textproto | \*Conn | ReadLine() string,  errorstring,  error(string,  errorstring,  error) |
| net/textproto | \*Reader | ReadLineBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Conn | PrintfLine(string,  ...interface{}) error |
| net/textproto | \*Reader | ReadContinuedLineBytes() []uint8,  error[]uint8,  error([]uint8,  error[]uint8,  error) |
| net/textproto | \*Writer | PrintfLine(string,  ...interface{}) error |
| net/textproto | \*Reader | ReadDotLines() []string,  error[]string,  error([]string,  error[]string,  error) |

# Sinks of Hyperledger Fabric

| Package | Function Signature |
|---|---|---|
| hyperledger/fabric-chaincode-go/shim |  Success(payload []byte) pb.Response |
| hyperledger/fabric-chaincode-go/shim | Error(msg string) pb.Response |

| Package | Receiver | Method Signature |
|---|---|---|
| hyperledger/fabric-chaincode-go/shim | (s \*ChaincodeStub) | PutState(key string, value []byte) error |
| hyperledger/fabric-chaincode-go/shim | (s \*ChaincodeStub) | PutPrivateData(collection string, key string, value []byte) error |
| hyperledger/fabric-chaincode-go/shim | (s \*ChaincodeStub) | DelState(key string) error |
| hyperledger/fabric-chaincode-go/shim | (s \*ChaincodeStub) | DelPrivateData(collection string, key string) error |

# Sinks of Tendermint Core

